sector,link,Ministry/Organization Name,id
Rural Development & Panchayati Raj,https://nsap.nic.in,National Social Assistance Programme (NSAP),1850
Rural Development & Panchayati Raj,https://pmgsytendersjk.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Jammu and Kashmir",1851
Rural Development & Panchayati Raj,https://auditonline.gov.in,AuditOnline,1854
Rural Development & Panchayati Raj,https://crdpr.tn.gov.in,"Commissionerate of Rural Development and Panchayat Raj (Training), Tamil Nadu",1855
Rural Development & Panchayati Raj,https://ruralbazaar.gov.in,"Rural Bazaar, Ministry of Panchayati Raj",1856
Rural Development & Panchayati Raj,https://ideas.msme.gov.in,Bank of Ideas and Innovations,1857
Rural Development & Panchayati Raj,https://pmgsytenderspb.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Punjab",1858
Rural Development & Panchayati Raj,https://svamitva.nic.in,Svamitva Scheme,1860
Rural Development & Panchayati Raj,https://mgnrega.cg.nic.in,"Mahatma Gandhi National Rural Employment Guarantee Scheme, Chhattisgah",1861
Rural Development & Panchayati Raj,https://pmgsytenderstn.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Tamilnadu",1862
Rural Development & Panchayati Raj,https://www.ikm.gov.in,"Information Kerala Mission (IKM), Kerala",1863
Rural Development & Panchayati Raj,https://ruraldev.gujarat.gov.in,"Commissionerate of Rural Development, Gujarat",1864
Rural Development & Panchayati Raj,https://jsactr.mowr.gov.in,Jal Shakti Abhiyan,1865
Rural Development & Panchayati Raj,https://sird.nagaland.gov.in,"Directorate of State Institute of Rural Development, Kohima, Nagaland",1866
Rural Development & Panchayati Raj,https://www.umed.in,"Maharashtra State Rural Livelihoods Mission, Maharashtra",1867
Rural Development & Panchayati Raj,https://pmgsytendersmah.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Maharashtra",1872
Rural Development & Panchayati Raj,https://pmgsytendersarn.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Arunachal Pradesh",1873
Rural Development & Panchayati Raj,https://pdi.gov.in,Panchayat Development Index Portal,1874
Rural Development & Panchayati Raj,https://www.uusdip.org,"Uttarakhand Urban Sector Development Agency (UUSDA), Uttarakhand",1875
Rural Development & Panchayati Raj,https://www.meity.gov.in/,Ministry of Electronics & Information Technology,1878
Rural Development & Panchayati Raj,https://bipard.bihar.gov.in,Bihar Institute of Public Administration and Rural Development (BIPARD),1879
Rural Development & Panchayati Raj,https://aajeevika.gov.in,Deendayal Antyodaya Yojana-NRLM,1882
Rural Development & Panchayati Raj,https://jiyoparsi.minorityaffairs.gov.in,Jiyo Parsi Scheme Portal,1883
Rural Development & Panchayati Raj,https://brds.bihar.gov.in,Bihar Rural Development Society (BRDS),1884
Rural Development & Panchayati Raj,https://pmgsytenders.gov.in,eProcurement System for Pradhan Mantri Gram Sadak Yojana (PMGSY),1886
Rural Development & Panchayati Raj,https://panchayataward.gov.in,National Panchayat Awards,1887
Rural Development & Panchayati Raj,https://subhadra.odisha.gov.in,"SUBHADRA Yojana, Odisha",1888
Rural Development & Panchayati Raj,https://tcp.tn.gov.in,"Directorate of Town and Country Planning, Tamil Nadu",1890
Rural Development & Panchayati Raj,https://megsird.gov.in,"State Institute of Rural Development (SIRD), Meghalaya",1891
Rural Development & Panchayati Raj,https://pmgsytendersman.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Manipur",1892
Rural Development & Panchayati Raj,https://vdavns.com,"Varanasi Development Authority, Uttar Pradesh",1893
Rural Development & Panchayati Raj,https://cdodoon.gov.in,"Chief Development Office, Dehradun, Uttarakhand",1894
Rural Development & Panchayati Raj,https://www.irma.ac.in,"Institute of Rural Management Anand (IRMA), Gujarat",1897
Rural Development & Panchayati Raj,https://rwss.telangana.gov.in,"Mission Bhagiratha Department, Telangana",1898
Rural Development & Panchayati Raj,https://mksp.gov.in,"Mahila Kisan Sashaktikaran Pariyojana (MKSP), NRLM",1899
Rural Development & Panchayati Raj,https://msrls.nic.in,"Meghalaya State Rural Livelihoods Society, Meghalaya",1900
Rural Development & Panchayati Raj,https://saanjhi.gov.in,Saansad Adarsh Gram Yojana (SAANJHI),1901
Rural Development & Panchayati Raj,https://swachhatahiseva.gov.in,Swachhata Hi Seva 2024,1903
Rural Development & Panchayati Raj,https://gpdp.nic.in,Panchayat Development Plan,1904
Rural Development & Panchayati Raj,https://rural.assam.gov.in,"Commissionerate of Rural Development, Assam",1907
Rural Development & Panchayati Raj,https://sadarem.telangana.gov.in,"Software for Assessment of Disabled for Access Rehabilitation and Empowerment (SADAREM), Telangana",1908
Rural Development & Panchayati Raj,https://dslr.goa.gov.in,"Directorate of Settlement & Land Records, Goa",1909
Rural Development & Panchayati Raj,https://rurban.gov.in,Shyama Prasad Mukherji Rurban Mission (SPMRM),1911
Rural Development & Panchayati Raj,https://pmgsytendersuk.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Uttarakhand",1912
Rural Development & Panchayati Raj,https://pmgsytenderswb.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), West Bengal",1914
Rural Development & Panchayati Raj,https://www.apmepma.gov.in,"Mission for Elimination of Poverty in Municipal Areas (MEPMA), Andhra Pradesh",1915
Rural Development & Panchayati Raj,https://pmgsytendersraj.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Rajasthan",1916
Rural Development & Panchayati Raj,https://pmgsytendersskm.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Sikkim",1918
Rural Development & Panchayati Raj,https://dslr.kerala.gov.in,"Directorate of Survey and Land Records, Kerala",1920
Rural Development & Panchayati Raj,https://grammanchitra.gov.in,Gram Manchitra,1921
Rural Development & Panchayati Raj,https://www.nrega.telangana.gov.in,"The Mahatma Gandhi National Rural Employment Guarantee Scheme, Telangana",1922
Rural Development & Panchayati Raj,https://apeprocurement.gov.in,"e-Procurement Tender, Andhra Pradesh",1923
Rural Development & Panchayati Raj,https://evaluation.rajasthan.gov.in,"Evaluation Department, Rajasthan",1924
Rural Development & Panchayati Raj,https://tcp.assam.gov.in,"Directorate of Town and Country Planning, Assam",1925
Rural Development & Panchayati Raj,https://pesadarpan.gov.in,"The Provisions of the Panchayats (Extension to the Scheduled Areas) Act, 1996 (PESA)",1927
Rural Development & Panchayati Raj,https://usrlm.uk.gov.in,"Uttarakhand State Rural Livelihoods Mission, Uttarakhand",1928
Rural Development & Panchayati Raj,https://pmgsytendersker.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Kerala",1929
Rural Development & Panchayati Raj,https://trainingonline.gov.in,Training Management Portal,1930
Rural Development & Panchayati Raj,https://lgdirectory.gov.in,Local Government Directory (LGD),1931
Rural Development & Panchayati Raj,https://gramdarshan.haryana.gov.in,"Gram Drashan, Haryana",1932
Rural Development & Panchayati Raj,https://dharani.telangana.gov.in,"Integrated Land Records Management System, Telangana",1933
Rural Development & Panchayati Raj,https://basundhara.assam.gov.in,"Mission Basundhara, Assam",1934
Rural Development & Panchayati Raj,https://asrlms.assam.gov.in,Assam State Rural Livelihood Mission (ASRLM),1935
Rural Development & Panchayati Raj,https://bhuiyan.cg.nic.in,"Bhuiyan, Chhattisgarh Land Records",1936
Rural Development & Panchayati Raj,https://tsegmm.cgg.gov.in,"Employment Generation and Marketing Mission (EGMM), Telangana, Andhra Pradesh",1937
Rural Development & Panchayati Raj,https://pmgsytendersbih.gov.in,"eTendering System-Pradhan Mantri Gram Sadak Yojana (PMGSY), Bihar",1938
Rural Development & Panchayati Raj,https://iwmpmis.nic.in,Integrated Watershed Development Programme (IWMP),1939
Rural Development & Panchayati Raj,https://iwmp.ap.gov.in,"Watershed Development, Andhra Pradesh",1940
Rural Development & Panchayati Raj,https://lsba.bih.nic.in,"Lohiya Swachh Bihar Abhiyan (LSBA), Bihar",1941
Rural Development & Panchayati Raj,https://brahmaputraboard.gov.in,Brahmaputra Board,1945
Rural Development & Panchayati Raj,https://rgavp.rajasthan.gov.in,"Rajasthan Grameen Aajeevika Vikas Parishad, Rajasthan",1947
Rural Development & Panchayati Raj,https://www.tn.gov.in/dtp,"Directorate of Town Panchayats, Tamil Nadu",1948
Rural Development & Panchayati Raj,https://lakhpatididi.gov.in,Lakhpati Didi,1949
Rural Development & Panchayati Raj,https://www.ruraluniv.ac.in,"The Gandhigram Rural Institute (Deemed to be University), Telangana",1950
Rural Development & Panchayati Raj,https://aaby.ap.gov.in,"Community Managed Micro Insurance, Andhra Pradesh",1952
Rural Development & Panchayati Raj,https://www.socialaudit.telangana.gov.in,"Society for Social Audit, Accountability and Transparency (SSAAT), Telangana",1953
Rural Development & Panchayati Raj,https://disha.gov.in,District Development Coordination and Monitoring Committees (DISHA),1956
Communications & Information Technology,https://attendance.gov.in,Biometric Attendance System-Delhi Central (BAS),1957
Communications & Information Technology,https://chhattisgarh.nic.in,"Chhattisgarh State Centre, National Informatics Centre (NIC)",1958
Communications & Information Technology,https://apisetu.gov.in,API Setu,1959
Communications & Information Technology,https://ism.gov.in,India Semiconductor Mission (ISM),1963
Communications & Information Technology,https://egovstandards.gov.in,eGovernance Standards Portal,1964
Communications & Information Technology,https://mhpost.in,Maharashtra Postal Circle,1965
Communications & Information Technology,https://tejasvi.gov.in,Tejas Portal,1966
Communications & Information Technology,https://mppost.gov.in,Madhya Pradesh Postal Circle,1967
Communications & Information Technology,https://sikkim.data.gov.in,"Open Government Data Portal, Sikkim",1968
Communications & Information Technology,https://kolkata.bsnl.co.in,Calcutta Telephones,1970
Communications & Information Technology,https://www.ashtalakshmimahotsav.com,Ashtalakshmi Mahotsav,1971
Communications & Information Technology,https://www.tec.gov.in/next-generation-network-ngn-2,National Centre for Next Generation Network,1972
Communications & Information Technology,https://gandhinagar.stpi.in,"Software Technology Parks Of India (STPI), Gandhinagar, Gujarat",1973
Communications & Information Technology,https://dt.andaman.gov.in,"The Daily Telegrams, Andaman & Nicobar Islands",1974
Communications & Information Technology,https://cgca.gov.in/ccaap,"Controller General Of Communication Accounts, Andhra Pradesh",1975
Communications & Information Technology,https://indiaai.gov.in,INDIAai-Central hub for everything Artificial Intelligence (AI) in India and beyond,1976
Communications & Information Technology,https://chhattisgarh.mygov.in,MyGov Chhattisgarh,1977
Communications & Information Technology,https://mizo.nic.in,"Mizoram State Centre, National Informatics Centre (NIC)",1978
Communications & Information Technology,https://kerala.nic.in,"Kerala State Centre, National Informatics Centre (NIC)",1979
Communications & Information Technology,https://openforge.gov.in,OpenForge - A platform for open collaborative software development of e-governance applications,1980
Communications & Information Technology,https://www.sandes.gov.in,"SANDES, Government Instant Messaging System",1981
Communications & Information Technology,https://karnataka.bsnl.co.in,Karnataka Telecom Circle,1982
Communications & Information Technology,https://cetcell.mahacet.org,"State Common Entrance Test Cell, Maharashtra",1984
Communications & Information Technology,https://tdil-dc.in,Technology Development for Indian Languages (TDIL),1985
Communications & Information Technology,https://dit.tripura.gov.in,"Directorate of Information Technology, Tripura",1986
Communications & Information Technology,https://ditec.assam.gov.in,"Directorate of Information Technology, Electronics & Communication, Assam",1987
Communications & Information Technology,https://vikaspedia.in,Vikaspedia-India Development Gateway (InDG),1988
Communications & Information Technology,https://jandk.bsnl.co.in,Jammu and Kashmir Telecom Circle,1989
Communications & Information Technology,https://usof.gov.in,Universal Service Obligation Fund (USOF),1991
Communications & Information Technology,https://staysafeonline.in,Stay Safe Online,1992
Communications & Information Technology,https://haryanapost.gov.in,Haryana Postal Circle,1994
Communications & Information Technology,https://75dsn.nic.in,E-book of 75 Digital Solutions From NIC,1995
Communications & Information Technology,https://digitalindiaawards.india.gov.in,Digital India Awards,1996
Communications & Information Technology,https://anuvaad.bhashini.gov.in,"Anuvaad, Web Service Text Translation",1997
Communications & Information Technology,https://jharkhand.bsnl.co.in,Jharkhand Telecom Circle,1999
Communications & Information Technology,https://epost-indiapost.gov.in,ePOST-send messages to any address in India by India Post,2000
Communications & Information Technology,https://himachal.mygov.in,MyGov Himachal Pradesh,2001
Communications & Information Technology,https://www.trai.gov.in,Telecom Regulatory Authority of India (TRAI),2002
Communications & Information Technology,https://nagaland.mygov.in,MyGov Nagaland,2003
Communications & Information Technology,https://www.daiict.ac.in,"Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, Gujarat",2005
Communications & Information Technology,https://www.cgpost.gov.in,Chhattisgarh Postal Circle,2006
Communications & Information Technology,https://cgca.gov.in/ccaw/address,"Controller of Communication Accounts, Uttar Pradesh (West)",2007
Communications & Information Technology,https://subhadra.odisha.gov.in,"SUBHADRA Yojana, Odisha",2008
Communications & Information Technology,https://portal.bsnl.in,BSNL Portal - Online Payments and Recharge,2009
Communications & Information Technology,https://westbengalpost.gov.in,West Bengal Postal Circle,2010
Communications & Information Technology,https://www.bsnl.co.in,Bharat Sanchar Nigam Limited Portal (BSNL),2011
Communications & Information Technology,https://cycord.gov.in,CyCord Portal,2014
Communications & Information Technology,https://www.karnatakapost.gov.in,Karnataka Postal Circle,2015
Communications & Information Technology,https://student.nielit.gov.in,NIELIT-Online Student Information and Enrollment System,2016
Communications & Information Technology,https://manipur.nic.in,"Manipur State Centre, National Informatics Centre (NIC)",2019
Communications & Information Technology,https://karnataka.mygov.in,MyGov Karnataka,2020
Communications & Information Technology,https://bihar.bsnl.co.in,Bihar Telecom Circle,2021
Communications & Information Technology,https://wb.nic.in,"West Bengal State Centre, National Informatics Centre (NIC), West Bengal",2022
Communications & Information Technology,https://guwahati.stpi.in,"Software Technology Park of India (STPI), Guwahati, Assam",2023
Communications & Information Technology,https://www.chennai.bsnl.co.in,Chennai Telephones,2024
Communications & Information Technology,https://www.chips.gov.in,Chhattisgarh Infotech Promotional Society (CHIPS),2025
Communications & Information Technology,https://assam.nic.in,"Assam State Centre, National Informatics Centre (NIC)",2026
Communications & Information Technology,https://goa.mygov.in,MyGov Goa,2027
Communications & Information Technology,https://litss.utl.gov.in,"Lakshadweep Information Technology Services Society (LITSS), Lakshadweep",2028
Communications & Information Technology,https://cgca.gov.in/ccaupeast,"Controller of Communication Accounts, Uttar Pradesh (East), Lucknow",2029
Communications & Information Technology,https://comtax.assam.gov.in,"Commissionerate of Taxes, Finance, Assam",2030
Communications & Information Technology,https://tccms.trai.gov.in,Online Telecom Consumer Complaints Monitoring System,2031
Communications & Information Technology,https://www.nic.in,National Informatics Centre (NIC),2032
Communications & Information Technology,https://tdsat.gov.in,Telecom Disputes Settlement and Appellate Tribunal (TDSAT),2033
Communications & Information Technology,https://egranthalaya.nic.in,e-Granthalaya - A Digital Agenda for Library Automation and Networking,2034
Communications & Information Technology,https://mobileseva.gov.in,"Mobile Seva-National Mobile Governance Initiative, DeitY, Govt. of India",2035
Communications & Information Technology,https://cgca.gov.in/ccapb,"Controller of Communication Accounts, Punjab",2036
Communications & Information Technology,https://www.technopark.org,"Technopark, Thiruvananthapuram, Kerala",2037
Communications & Information Technology,https://crispindia.com,"Centre for Research and Industrial Staff Performance, Madhya Pradesh",2038
Communications & Information Technology,https://cbcindia.gov.in,Central Bureau of Communication (CBC),2040
Communications & Information Technology,https://digitallocker.gov.in,"DigiLocker-Dedicated personal storage space, linked to residentas Aadhaar number",2042
Communications & Information Technology,https://heliservice.ladakh.gov.in,"Ladakh Heli Services, Ladakh",2043
Communications & Information Technology,https://ptcmysore.gov.in,Postal Training Centre (PTC),2044
Communications & Information Technology,https://arunachal.mygov.in,MyGov Arunachal Pradesh,2045
Communications & Information Technology,https://mp.bsnl.co.in,Madhya Pradesh Telecom Circle,2046
Communications & Information Technology,https://presentations.gov.in,Presentation Gov: NIC,2047
Communications & Information Technology,https://pbsc.nic.in,"Punjab State Centre, National Informatics Centre (NIC)",2049
Communications & Information Technology,https://upw.bsnl.co.in,Uttar Pradesh (West) Telecom Circle,2050
Communications & Information Technology,https://www.registry.ernet.in,"Domain Name Registration Services under AC.IN, EDU.IN and RES.IN - ERNET India",2051
Communications & Information Technology,https://sancharsaathi.gov.in,Sanchar Saathi Portal,2052
Communications & Information Technology,https://nicjharkhand.nic.in,"Jharkhand State Centre, National Informatics Centre (NIC)",2053
Communications & Information Technology,https://brbraitt.bsnl.co.in,"Bharat Ratna Bhim Rao Ambedkar Institute of Telecom Training (BRBRAITT), Jabalpur",2054
Communications & Information Technology,https://mp.mygov.in,MyGov Madhya Pradesh,2055
Communications & Information Technology,https://www.scl.gov.in,Semi-Conductor Laboratory,2056
Communications & Information Technology,https://uttarakhand.mygov.in,MyGov Uttarakhand,2057
Communications & Information Technology,https://cbseresults.nic.in,CBSE Exam Results,2058
Communications & Information Technology,https://negd.gov.in,National E-Governance Division (NEGD),2059
Communications & Information Technology,https://mpstate.nic.in,"Madhya Pradesh State Centre, National Informatics Centre (NIC)",2060
Communications & Information Technology,https://dipr.karnataka.gov.in,"Information and Publicity Department, Karnataka",2061
Communications & Information Technology,https://www.abhilekh-patal.in/jspui,Abhilekh Patal,2062
Communications & Information Technology,https://gis.rajasthan.gov.in,"Rajdharaa - Global Information System, Rajasthan",2063
Communications & Information Technology,https://tnega.tn.gov.in,"Tamil Nadu e-Governance Agency, Tamil Nadu",2064
Communications & Information Technology,https://edistrict.wb.gov.in,"eDistrict 2.0, West Bengal",2065
Communications & Information Technology,https://www.chennai.stpi.in,"Software Technology Parks of India (STPI), Chennai, Tamilnadu",2066
Communications & Information Technology,https://www.cyberswachhtakendra.gov.in,"Cyber Swachhta Kendra, Gujarat",2067
Communications & Information Technology,https://dic.gov.in,Digital India Corporation,2068
Communications & Information Technology,https://www.nielit.gov.in/shillong,"National Institute of Electronics and Information Technology (NIELIT), Shillong",2070
Communications & Information Technology,https://bengaluru.stpi.in,"Software Technology Parks of India (STPI), Bangalore, Karnataka",2071
Communications & Information Technology,https://sugamyaweb.gov.in,SugamyaWeb,2072
Communications & Information Technology,https://chips-dli.gov.in/DLI/HomePage,Design Linked Incentive (DLI),2073
Communications & Information Technology,https://bsedc.bihar.gov.in,"Bihar State Electronics Development Corporation Limited, Beltron, Patna",2074
Communications & Information Technology,https://del.nic.in,"Delhi State Centre, National Informatics Centre (NIC)",2076
Communications & Information Technology,https://wb.bsnl.co.in,West Bengal Telecom Circle,2077
Communications & Information Technology,https://thiruvananthapuram.stpi.in,"Software Technology Parks of India (STPI), Thiruvananthapuram, Kerala",2079
Communications & Information Technology,https://www.opengovplatform.org,Open Government Platform (OGPL),2081
Communications & Information Technology,https://jiyoparsi.minorityaffairs.gov.in,Jiyo Parsi Scheme Portal,2082
Communications & Information Technology,https://mahadbt.maharashtra.gov.in,"Aaple Sarkar DBT Portal (Direct Benefit Transfer), Maharashtra",2083
Communications & Information Technology,https://www.tamilnadupost.nic.in,Tamil Nadu Postal Circle,2084
Communications & Information Technology,https://nicharyana.nic.in,"Haryana State Centre, National Informatics Centre (NIC)",2085
Communications & Information Technology,https://mtnlmumbai.in,"Mahanagar Telephone Nigam Limited (MTNL), Mumbai",2086
Communications & Information Technology,https://upite.gov.in,"Department of IT & Electronics, Government of Uttar Pradesh",2087
Communications & Information Technology,https://it.delhi.gov.in,"Information Technology Department, Delhi",2088
Communications & Information Technology,https://itbtst.karnataka.gov.in,"Electronics  Information Technology  Biotechnology and Science and Technology Department, Karnataka",2089
Communications & Information Technology,https://swachhatahiseva.gov.in,Swachhata Hi Seva 2024,2090
Communications & Information Technology,https://emc-lab.appspot.com,"EMC Division, SAMEER Center for Electromagnetics",2091
Communications & Information Technology,https://odisha.nic.in,"Odisha State Centre, National Informatics Centre (NIC)",2092
Communications & Information Technology,https://www.digitalgujarat.gov.in,Digital Gujarat,2094
Communications & Information Technology,https://registry.gov.in,GOV.IN Registration Services,2095
Communications & Information Technology,https://mizoram.mygov.in,MyGov Mizoram,2096
Communications & Information Technology,https://www.nielit.gov.in/shimla,"National Institute of Electronics and Information Technology (NIELIT), Shimla",2097
Communications & Information Technology,https://haryana.mygov.in,MyGov Haryana,2098
Communications & Information Technology,https://digibunai.dic.gov.in,DigiBunai CAD Software,2099
Communications & Information Technology,https://saralsanchar.gov.in,Saral Sanchar Portal,2100
Communications & Information Technology,https://www.bharat5glabs.gov.in,Bharat 5G Portal,2101
Communications & Information Technology,https://ap.nic.in,"Andhra Pradesh State Centre, National Informatics Centre (NIC)",2102
Communications & Information Technology,https://arunachal.nic.in,"Arunachal Pradesh State Centre, National Informatics Centre (NIC)",2103
Communications & Information Technology,https://etaal.gov.in,eTaal-Electronic Transaction Aggregation and Analysis Layer,2105
Communications & Information Technology,https://pharmaceuticals.gov.in/bengal-chemicals-pharmaceuticals-limited,Bengal Chemicals and Pharmaceuticals Limited,2107
Communications & Information Technology,https://independenceday.nic.in,"Independence Day Celebrations, 15th August",2108
Communications & Information Technology,https://kolkata.stpi.in,"Software Technology Parks of India (STPI), Kolkata, West Bengal",2109
Communications & Information Technology,https://www.ildc.in,Indian Language Data Centre (ILDC),2110
Communications & Information Technology,https://www.nielit.gov.in/srinagar,"National Institute of Electronics and Information Technology (NIELIT), Srinagar, Jammu",2111
Communications & Information Technology,https://nicgoa.nic.in,"Goa State Centre, National Informatics Centre (NIC)",2112
Communications & Information Technology,https://cic.gov.in,Central Information Commission (CIC),2113
Communications & Information Technology,https://www.cdot.in,Centre for Development of Telematics (C-Dot),2114
Communications & Information Technology,https://govtprocurement.delhi.gov.in,"eProcurement System, Delhi",2115
Communications & Information Technology,https://www.stqc.gov.in,Standardisation Testing and Quality Certification (STQC),2116
Communications & Information Technology,https://dcis.dot.gov.in,Digital Communication Innovation Square,2117
Communications & Information Technology,https://pmwani.gov.in/wani,PM-WANI Central Registry,2119
Communications & Information Technology,https://sewasetu.assam.gov.in,"Sewasetu Portal, Assam",2120
Communications & Information Technology,https://ipr.punjab.gov.in,"Directorate of Information & Public Relation, Punjab",2121
Communications & Information Technology,https://www.nielit.gov.in/aurangabad,"National Institute of Electronics and Information Technology (NIELIT), Aurangabad",2123
Communications & Information Technology,https://www.cife.edu.in,ICAR-Central Institute of Fisheries Education,2124
Communications & Information Technology,https://www.bsnl.co.in/opencms/bsnl/BSNL/circleweb/NTR,Northern Telecom Project Circle,2125
Communications & Information Technology,https://www.nicf.gov.in,National Institute of Communication Finance (NICF),2126
Communications & Information Technology,https://assam.mygov.in,MyGov Assam,2127
Communications & Information Technology,https://informatics.nic.in,Informatics - NIC Newsletter,2128
Communications & Information Technology,https://nicsi.nic.in,National Informatics Centre Services Incorporated (NICSI),2129
Communications & Information Technology,https://www.cert-in.org.in,Indian Computer Emergency Response Team (CERT-In),2131
Communications & Information Technology,https://bihar.nic.in,"Bihar State Centre, National Informatics Centre (NIC)",2132
Communications & Information Technology,https://maharashtra.mygov.in,MyGov Maharashtra,2133
Communications & Information Technology,https://www.cpct.mp.gov.in,"Computer Proficiency Certification Test (CPCT), Madhya Pradesh",2135
Communications & Information Technology,https://bhashini.gov.in/en,Bhashini: National Public Digital Platform for languages,2136
Communications & Information Technology,https://www.tidelpark.com,"Information Technology Park, Chennai (TIDEL Park), Tamil Nadu",2138
Communications & Information Technology,https://kerala.bsnl.co.in,Kerala Telecom Circle,2139
Communications & Information Technology,https://csc.gov.in,Common Services Centers Scheme (CSC),2140
Communications & Information Technology,https://assam.bsnl.co.in,Assam Telecom Circle,2141
Communications & Information Technology,https://eparinam.gov.in,ePARINAM,2142
Communications & Information Technology,https://www.nielit.gov.in/delhi,"National Institute of Electronics and Information Technology, Delhi",2144
Communications & Information Technology,https://sanvardhan-post.gov.in,SANVARDHAN,2145
Communications & Information Technology,https://navigatebharat.gov.in,National Video Gateway of Bharat,2146
Communications & Information Technology,https://greene.gov.in,GREENE-An E-Waste Awareness Initiative,2147
Communications & Information Technology,https://www.nielit.gov.in/kolkata,"National Institute of Electronics and Information Technology (NIELIT), Kolkata",2148
Communications & Information Technology,https://napix.gov.in,NIC API Exchange Platform (NAPIX),2149
Communications & Information Technology,https://www.isea.gov.in,Information Security Education and Awareness (ISEA),2150
Communications & Information Technology,https://chavi.ai,CHAVI-Comprehensive Archive of Imaging in Oncology,2151
Communications & Information Technology,https://eservice.arunachal.gov.in,"eServices Portal, Arunachal Pradesh",2152
Communications & Information Technology,https://cgca.gov.in/ccauk,"Controller of Communication Accounts (CCA), Uttarakhand",2154
Communications & Information Technology,https://tarangsanchar.gov.in,Tarang Sanchar Portal,2156
Communications & Information Technology,https://gswan.gujarat.gov.in,"Gujarat State Wide Area Network (GSWAN), Gujarat",2157
Communications & Information Technology,https://upocmms.nic.in,"Online Consent Management & Monitoring System, Uttar Pradesh",2158
Communications & Information Technology,https://i4c.mha.gov.in,Indian Cybercrime Coordination Centre (I4C),2159
Communications & Information Technology,https://nicchandigarh.nic.in,"Chandigarh State Centre, National Informatics Centre (NIC)",2160
Communications & Information Technology,https://www.tec.gov.in,"Telecommunication Engineering Centre, New Delhi",2161
Communications & Information Technology,https://sikkim.nic.in,"Sikkim State Centre, National Informatics Centre (NIC)",2163
Communications & Information Technology,https://divya.gov.in,Digital India Video Yantriki Application (DIVYA),2164
Communications & Information Technology,https://up.nic.in,"Uttar Pradesh State Centre, National Informatics Centre (NIC)",2165
Communications & Information Technology,https://utl.nic.in/directory,"Lakshadweep State Centre, National Informatics Centre (NIC)",2167
Communications & Information Technology,https://tamilnadupost.cept.gov.in,"Tamilnadu Postal Circle, Tamil Nadu",2168
Communications & Information Technology,https://jharkhand.mygov.in,MyGov Jharkhand,2170
Communications & Information Technology,https://ne1.bsnl.co.in,BSNL - North East-I Telecom Circle,2171
Communications & Information Technology,https://maharashtra.bsnl.co.in,Maharashtra Telecom Circle,2172
Communications & Information Technology,https://jk.mygov.in,MyGov Jammu and Kashmir,2173
Communications & Information Technology,https://ap.bsnl.co.in,Andhra Pradesh Telecom Circle,2175
Communications & Information Technology,https://www.nielit.gov.in/guwahati,"National Institute of Electronics and Information Technology (NIELIT), Guwahati",2177
Communications & Information Technology,https://maharashtra.nic.in,"Maharashtra State Centre, National Informatics Centre (NIC)",2179
Communications & Information Technology,https://ngc.gov.in,National Government Cloud Services,2180
Communications & Information Technology,https://tamilnadu.mygov.in,MyGov Tamil Nadu,2181
Communications & Information Technology,https://odisha.bsnl.co.in,BSNL Odisha Circle,2182
Communications & Information Technology,https://raknpa.gov.in,"Rafi Ahmed Kidwai National Postal Academy (RAKNPA), Ghaziabad",2185
Communications & Information Technology,https://web.umang.gov.in,Unified Mobile Application for New-age Governance (UMANG),2186
Communications & Information Technology,https://mpsedc.mp.gov.in,"M.P. State Electronics Development Corporation Ltd., Madhya Pradesh",2187
Communications & Information Technology,https://www.stpi.in,Software Technology Parks of India (STPI),2188
Communications & Information Technology,https://pli.indiapost.gov.in,Directorate of Postal Life Insurance,2189
Communications & Information Technology,https://www.cdac.in,Centre for Development of Advanced Computing (C-DAC),2190
Communications & Information Technology,https://digipay.gov.in/dashboard/Default.aspx,DigiDhan Dashboard,2191
Communications & Information Technology,https://uk.nic.in,"Uttarakhand State Centre, National Informatics Centre (NIC)",2192
Communications & Information Technology,https://www.registry.in,".IN Registry, National Internet eXchange of India (NIXI)",2193
Communications & Information Technology,https://www.keralapost.gov.in,Kerala Postal Circle,2194
Communications & Information Technology,https://ticelbiopark.com,"TICEL Biopark Ltd., Tamil Nadu",2195
Communications & Information Technology,https://cdg.nic.in,"NIC, Central for Data Governance",2196
Communications & Information Technology,https://nkn.gov.in,"National Knowledge Network-Connecting Knowledge Institutions, New Delhi",2197
Communications & Information Technology,https://www.nic.in/,National Informatics Centre,2199
Communications & Information Technology,https://hyderabad.stpi.in,"Software Technology Parks of India (STPI), Hyderabad",2200
Communications & Information Technology,https://sicldr.gov.in,Semiconductor Integrated Circuits Layout Design Registry (SICLDR),2201
