sector,link,Ministry/Organization Name,id
"Science, Technology & Research",https://recruit.barc.gov.in,Recruitment Portal of Bhabha Atomic Research Centre (BARC),4626
"Science, Technology & Research",https://www.nio.res.in,National Institute of Oceanography (NIO),4627
"Science, Technology & Research",https://dharani.telangana.gov.in,"Integrated Land Records Management System, Telangana",4628
"Science, Technology & Research",https://geoportal.natmo.gov.in,"Geo Portal, National Atlas and Thematic Mapping Organisation",4629
"Science, Technology & Research",https://britatom.gov.in,Board of Radiation and Isotope Technology (BRIT),4630
"Science, Technology & Research",https://www.igcar.gov.in,Indira Gandhi Centre for Atomic Research (IGCAR),4631
"Science, Technology & Research",https://www.serb.gov.in,Science and Engineering Research Board (SERB),4632
"Science, Technology & Research",https://spl.gov.in,Space Physics Laboratory (SPL),4633
"Science, Technology & Research",https://ciphet.icar.gov.in,Central Institute of Post Harvest Engineering and Technology (CIPHET),4634
"Science, Technology & Research",https://gbu.edu.in,Gujarat Biotechnology University,4635
"Science, Technology & Research",https://www.ias.ac.in,"Indian Academy of Sciences, Bangalore",4636
"Science, Technology & Research",https://ihbas.delhi.gov.in,"Institute of Human Behaviour and Allied Sciences (IHBAS), Delhi",4637
"Science, Technology & Research",https://www.imtech.res.in,"Institute of Microbial Technology (IMTECH), Chandigarh",4638
"Science, Technology & Research",https://www.tkdl.res.in,"Traditional Knowledge Digital Library (TKDL), New Delhi",4639
"Science, Technology & Research",https://vigyanjyoti.dst.gov.in,Vigyan Jyoti,4640
"Science, Technology & Research",https://www.iacs.res.in,Indian Association for the Cultivation of Science,4641
"Science, Technology & Research",https://nkrc.niscpr.res.in,National Knowledge Resource Consortium,4642
"Science, Technology & Research",https://www.isro.gov.in,Indian Space Research Organisation (ISRO),4643
"Science, Technology & Research",https://nrcgrapes.icar.gov.in,"National Research Centre for Grapes (NRCG), Pune, Maharashtra",4644
"Science, Technology & Research",https://rsmcnewdelhi.imd.gov.in,Regional Specialized Meteorological Centre for Tropical Cyclones Over North Indian Ocean (RSMC),4645
"Science, Technology & Research",https://www.saha.ac.in,"Saha Institute of Nuclear Physics (SINP), Kolkatta",4646
"Science, Technology & Research",https://www.kscst.org.in/english/index.html,Karnataka State Council for Science and Technology (KSCST),4647
"Science, Technology & Research",https://mausam.imd.gov.in/goa,"Meteorological Centre, Goa",4648
"Science, Technology & Research",https://ciba.icar.gov.in,Central Institute of Brackishwater Aquaculture (CIBA),4649
"Science, Technology & Research",https://www.istrac.gov.in,ISRO Telemetry Tracking and Command Network (ISTRAC),4652
"Science, Technology & Research",https://www.nbri.res.in,National Botanical Research Institute (NBRI),4654
"Science, Technology & Research",https://ndem.nrsc.gov.in,National Database for Emergency Management,4655
"Science, Technology & Research",https://www.niab.res.in,"National Institute of Animal Biotechnology, Hyderabad",4656
"Science, Technology & Research",https://ncess.gov.in,National Centre for Earth Science Studies (NCESS),4657
"Science, Technology & Research",https://issswq.in,"Indian Society of Soil Salinity & Water Quality (ISSSWQ), Haryana",4658
"Science, Technology & Research",https://inspireawards-dst.gov.in,E-Management of INSPIRE Award Scheme,4659
"Science, Technology & Research",https://www.mcf.gov.in,"Master Control Facility, Hasan",4660
"Science, Technology & Research",https://www.niot.res.in,National Institute of Ocean Technology,4661
"Science, Technology & Research",https://dwr.icar.gov.in,"ICAR-Directorate of Weed Research (DWR), Jabalpur",4662
"Science, Technology & Research",https://www.csirhrdc.res.in,"Human Resource Development (HRDA), Ghaziabad",4663
"Science, Technology & Research",https://sciencecongress.nic.in,"Indian Science Congress Association, Kolkata",4665
"Science, Technology & Research",https://www.cens.res.in,"Centre for Nano and Soft Matter Sciences, Bengaluru",4666
"Science, Technology & Research",https://rscnagpur.gov.in,"Raman Science Centre and Planetarium, Nagpur",4669
Agriculture & Cooperation,https://www.nic.in/,National Informatics Centre,4670
Agriculture & Cooperation,https://agri.sikkim.gov.in,"Agriculture Department, Sikkim",4671
Agriculture & Cooperation,https://igkv.ac.in,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",4672
Agriculture & Cooperation,https://rcsodisha.nic.in,"The Registrar of Cooperative Societies, Odisha",4673
Agriculture & Cooperation,https://hadp.jk.gov.in,"Holistic Agriculture Development Program, Jammu and Kashmir",4674
Agriculture & Cooperation,https://kvkserchhip.mizoram.gov.in,"KVK Serchhip, Mizoram",4675
Agriculture & Cooperation,https://hpappp.nic.in,"Agriculture Produce Procurement Portal, Himachal Pradesh",4676
Agriculture & Cooperation,https://www.kvkbaramati.com,"Krishi Vigyan Kendra (KVK), Baramati, Maharashtra",4677
Agriculture & Cooperation,https://cfqcti.dacnet.nic.in,Central Fertilizer Quality Control and Training Institute,4678
Agriculture & Cooperation,https://hydrologyproject.cg.gov.in,"Hydrology Project,  Chhattisgarh",4679
Agriculture & Cooperation,https://iims.icar.gov.in/Institute_Details.aspx?Inst=YLDo9jwOF0s=,"ICAR-National Research Centre on Plant Biotechnology - Indian Agricultural Research Institute,, New Delhi",4680
Agriculture & Cooperation,https://fmttibudni.gov.in,"Central Farm Machinery Training and Testing Institute (FMTTI), Budni",4681
Agriculture & Cooperation,https://odishaagro.nic.in,"Odisha Agro Industries Corporation Limited, Odisha",4682
Agriculture & Cooperation,https://serimanipur.nic.in,"Sericulture Department, Manipur",4684
Agriculture & Cooperation,https://www.iccmrt.ac.in,"Institute of Co-operative and Corporate Management, Research & Training, Lucknow, Uttar Pradesh",4685
Agriculture & Cooperation,https://ctri.icar.gov.in,"ICAR-Central Tobacco Research Institute, Rajahmundry",4686
Agriculture & Cooperation,https://dbtdacfw.gov.in,Direct Benefit Transfer Portal for Agriculture Schemes,4687
Agriculture & Cooperation,https://iiwm.icar.gov.in,"ICAR-Indian Institute of Water Management, Bhubaneswar, Odisha",4688
Agriculture & Cooperation,https://dmi.gov.in,Directorate of Marketing and Inspection (DMI),4690
Agriculture & Cooperation,https://www.cof.gujarat.gov.in,"Commissioner of Fisheries, Gujarat",4691
Agriculture & Cooperation,https://jute.dac.gov.in,Directorate of Jute Development,4692
Agriculture & Cooperation,https://www.iihr.res.in,Indian Institute of Horticultural Research (IIHR),4693
Agriculture & Cooperation,https://kvkanjaw.nic.in,"Krishi Vigyan Kendra, Anjaw, Arunachal Pradesh",4694
Agriculture & Cooperation,https://nfsm.gov.in,National Food Security Mission,4695
Agriculture & Cooperation,https://agriinfra.dac.gov.in,National Agriculture Infra Financing Facility,4696
Agriculture & Cooperation,https://www.vnmkv.ac.in,"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani , Maharashtra",4697
Agriculture & Cooperation,https://odishaagridemo.nic.in,"e-Demonstration Portal, Odisha",4698
Agriculture & Cooperation,https://rcsharyana.gov.in,"Co-operation Department, Haryana",4699
Agriculture & Cooperation,https://upag.gov.in,Unified Portal for Agriculture Statistics,4700
Agriculture & Cooperation,https://agriexchange.apeda.gov.in,Agri-Exchange,4701
Agriculture & Cooperation,https://nrcpomegranate.org,"ICAR-National Research Centre on Pomegranate, Solapur",4702
Agriculture & Cooperation,https://gscot.gujarat.gov.in,"Gujarat State Co-Operative Tribunal, Gujarat",4703
Agriculture & Cooperation,https://nser.nic.in,"Nagaland State Extension Reforms (Niche ATMA), Nagaland",4704
Agriculture & Cooperation,https://krishivistar.gov.in,KRISHI VISTAR-Directorate of Extension,4705
Agriculture & Cooperation,https://hpmc.in,"Himachal Pradesh Horticulture Produce Marketing and Processing Corporation Ltd. (HPMC), Himachal Pradesh",4707
Agriculture & Cooperation,https://kisansarathi.in,Kisan Sarathi,4708
Agriculture & Cooperation,https://drdpat.bih.nic.in,"Directorate of Rice Development, Patna",4709
Agriculture & Cooperation,https://farmer.gov.in,Farmers Portal-One Stop Shop For Farmers,4710
Agriculture & Cooperation,https://amsivri.icar.gov.in,Academic Management System-Indian Veterinary Research Institute,4711
Agriculture & Cooperation,https://ncfc.gov.in,"Mahalanobis National Crop Forecast Centre (NCFC), New Delhi",4712
Agriculture & Cooperation,https://kvkreasi.nic.in,"Krishi Vigyan Kendra (KVK), Reasi, Jammu and Kashmir",4713
Agriculture & Cooperation,https://dpd.gov.in,Directorate of Pulses Development,4714
Agriculture & Cooperation,https://kvktawang.nic.in,"Krishi Vigyan Kendra, Tawang",4715
Agriculture & Cooperation,https://www.harcobank.org.in,"The Haryana State CO-OP Apex Bank Ltd., Haryana",4716
Agriculture & Cooperation,https://fpp.gujarat.gov.in,"Farmer Procurement Portal, Gujarat",4717
Agriculture & Cooperation,https://kvk.icar.gov.in,Krishi Vigyan Kendra Knowledge Network,4718
Agriculture & Cooperation,https://diragrijmu.nic.in,"Directorate of Agriculture Production & Farmers Welfare, Jammu, Jammu and Kashmir",4719
Agriculture & Cooperation,https://farmersportal.tripura.gov.in,"Tripura Farmers Portal & Kisan Call Center (KCC), Tripura",4720
Agriculture & Cooperation,https://nbb.gov.in,National Bee Board (NBB),4721
Agriculture & Cooperation,https://nrcmithun.icar.gov.in,"ICAR-National Research Centre on Mithun, Dimapur",4722
Agriculture & Cooperation,https://agriculture.mizoram.gov.in,"Directorate of Agriculture (Research and Education), Mizoram",4723
Agriculture & Cooperation,https://www.ashtalakshmimahotsav.com,Ashtalakshmi Mahotsav,4726
Agriculture & Cooperation,https://ladakh.nic.in/agriculture,"Agriculture Department, Ladakh",4727
Agriculture & Cooperation,https://mpmandiboard.in,"Madhya Pradesh State Agricultural Marketing (Mandi) Board, Madhya Pradesh",4728
Agriculture & Cooperation,https://atarijabalpur.icar.gov.in,"ICAR-ATARI Zone IX, Jabalpur, Madhya Pradesh",4729
Agriculture & Cooperation,https://maharain.maharashtra.gov.in,"Rainfall Recording and Analysis, Department of Agriculture, Maharashtra",4730
Agriculture & Cooperation,https://www.vfpck.org,"Vegetable and Fruit Promotion Council Keralam, Kerala",4732
Agriculture & Cooperation,https://desagri.gov.in,Directorate of Economics and Statistics (DES),4733
Agriculture & Cooperation,https://www.mkisan.gov.in,mKisan,4734
Agriculture & Cooperation,https://hssca.org.in,"Haryana State Seed Certification Agency (HSSCA), Haryana",4735
Agriculture & Cooperation,https://amscau.icar.gov.in,Academic Management System-Central Agricultural University,4736
Agriculture & Cooperation,https://amsuhs.icar.gov.in,"Academic Management System-University of Horticultural Sciences, Bagalkot",4737
Agriculture & Cooperation,https://www.icmpune.org,"Institute of Co-operative Management, Pune",4738
Agriculture & Cooperation,https://www.fibkerala.gov.in,"Farm Information Bureau, Kerala",4739
Agriculture & Cooperation,https://market.ap.nic.in,"Agricultural Marketing Department, Andhra Pradesh",4740
Agriculture & Cooperation,https://nrcb.icar.gov.in,"ICAR-National Research Centre for Banana, Tiruchirapalli",4741
Agriculture & Cooperation,https://icmguwahati.gov.in,"Institute of Co-operative Management (ICM), Guwahati",4742
Agriculture & Cooperation,https://rcs.gujarat.gov.in,"Registrar of Co-operative Societies, Gujarat",4743
Agriculture & Cooperation,https://agrisnetodisha.ori.nic.in,"AGRISNET - Directorate of Agriculture & Food Production, Odisha",4744
Agriculture & Cooperation,https://www.nbair.res.in,"ICAR - National Bureau of Agricultural Insect Resources (NBAIR), Bangalore",4745
Agriculture & Cooperation,https://niasm.icar.gov.in,"ICAR-National Institute of Aboitic Stress Management, Malegaon",4746
Agriculture & Cooperation,https://srfmtti.dacnet.nic.in,Southern Region Farm Machinery Training and Testing Institute,4747
Agriculture & Cooperation,https://asrb.org.in,"Agricultural Scientists Recruitment Board (ASRB), New Delhi",4748
Agriculture & Cooperation,https://missionkakatiya.cgg.gov.in,"Mission Kakatiya, Telangana",4749
Agriculture & Cooperation,https://aed.tn.gov.in/ta,"Agricultural Engineering Department, Tamil Nadu",4750
Agriculture & Cooperation,https://kvkwokha.nic.in,"Krishi Vigyan Kendra (KVK), Wokha",4753
Agriculture & Cooperation,https://megamb.gov.in,"Meghalaya State Agricultural Marketing Board, Meghalaya",4754
Agriculture & Cooperation,https://jntbgri.res.in,"KSCSTE - Jawaharlal Nehru Tropical Botanical Garden and Research Institute, Kerala",4755
Agriculture & Cooperation,https://www.dccd.gov.in,Directorate of Cashewnut and Cocoa Development (DCCD),4756
Agriculture & Cooperation,https://kiran.nic.in,"KIRAN - Knowledge Innovation Repository of Agriculture in the North East, ICAR",4757
Agriculture & Cooperation,https://nconf.dac.gov.in,National Centre of Organic and Natural Farming,4758
Agriculture & Cooperation,https://rkvy.nic.in,Rashtriya Krishi Vikas Yojana (RKVY),4759
Agriculture & Cooperation,https://texfed.kerala.gov.in,"Kerala State Co-operative Textile Federation Ltd. (TEXFED), Kerala",4760
Agriculture & Cooperation,https://agri-horti.assam.gov.in,"Agriculture and Horticulture Department, Assam",4761
Agriculture & Cooperation,https://compose.kerala.gov.in,"COMPOSE - Comprehensive Operations and Management of Presses Over Secure Environment, Kerala",4762
Agriculture & Cooperation,https://eudyan.hp.gov.in,"Horticulture Department, Himachal Pradesh",4763
Agriculture & Cooperation,https://kvklowersubansiri.nic.in,"Krishi Vigyan Kendra (KVK), Lower Subansiri, Arunachal Pradesh",4764
Agriculture & Cooperation,https://neramac.com,"North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC), Guwahati",4765
Agriculture & Cooperation,https://asfac.assam.gov.in,Assam Small Farmers Agri-Business Consortium (ASFAC),4766
Agriculture & Cooperation,https://ndri.res.in,"National Dairy Research Institute, Karnal",4767
Agriculture & Cooperation,https://kvkwestgarohills.nic.in,"Krishi Vigyan Kendra (KVK), West Garo Hills",4768
Agriculture & Cooperation,https://diragrikmr.nic.in,"Department of Agriculture and Farmers Welfare Kashmir, Jammu and Kashmir",4769
Agriculture & Cooperation,https://bsky.odisha.gov.in,"Biju Swasthya Kalyan Yojana, Odisha",4770
Agriculture & Cooperation,https://agritech.tnau.ac.in,"The Tamil Nadu Agricultural University (TNAU), Tamil Nadu",4772
Agriculture & Cooperation,https://www.apagrisnet.gov.in,"Agriculture Department, Andhra Pradesh",4773
Agriculture & Cooperation,https://fasal.haryana.gov.in,"Meri Fasal, Mera Byora, Haryana",4774
Agriculture & Cooperation,https://www.ncdc.in,National Co-operative Development Corporation (NCDC),4775
Agriculture & Cooperation,https://niap.icar.gov.in,ICAR - National Institute of Agricultural Economics and Policy Research (NIAP),4776
Agriculture & Cooperation,https://www.imdagrimet.gov.in,Agricultural Meteorology Division,4777
Agriculture & Cooperation,https://cacp.dacnet.nic.in,Commission for Agricultural Costs and Prices (CACP),4778
Agriculture & Cooperation,https://soilhealth.dac.gov.in,Soil Health Card,4779
Agriculture & Cooperation,https://gusheel.gujarat.gov.in,"Gujarat Sheep & Wool Development Corporation Limited, Gujarat",4780
Agriculture & Cooperation,https://atma.gujarat.gov.in,"Agricultural Technology Management Agency (ATMA) Directorate and SAMETI, Gujarat",4781
Agriculture & Cooperation,https://emausamhau.gov.in,"e-Mausam Krishi Sewa, CCS Haryana Agricultural University, Hisar, Haryana",4783
Agriculture & Cooperation,https://arias.in,"Assam Rural Infrastructure and Agricultural Services Society, (ARIAS)",4784
Agriculture & Cooperation,https://icmdehradun.com,"Institute of Co-operative Management, Dehradun",4786
Agriculture & Cooperation,https://nerfmtti.nic.in,"North Eastern Farm Machinery Training and Testing Institute, Chariali",4789
Agriculture & Cooperation,https://www.himfed.com,"Himachal Pradesh State Co-operative Marketing & Consumers Federation Ltd., Himachal Pradesh",4790
Agriculture & Cooperation,https://hortharyana.gov.in,"Horticulture Department, Haryana",4791
Agriculture & Cooperation,https://pgsindia-ncof.gov.in,Participatory Guarantee System &#40;PGS&#41; for India,4792
Agriculture & Cooperation,https://rcdonline.bih.nic.in,"Project Management Information System, Bihar",4793
Agriculture & Cooperation,https://amsndri.icar.gov.in,Academic Management System-National Dairy Research Institute,4794
Agriculture & Cooperation,https://pmfby.gov.in,Pradhan Mantri Fasal Bima Yojana: Crop Insurance Portal,4795
Agriculture & Cooperation,https://niphm.gov.in,National Institute of Plant Health Management (NIPHM),4796
Agriculture & Cooperation,https://www.nivedi.res.in,"ICAR - National Institute Of Veterinary Epidemiology And Disease Informatics, Bangalore,",4798
Agriculture & Cooperation,https://krishimaratavahini.karnataka.gov.in,"Agricultural Marketing Department, Karnataka",4799
Agriculture & Cooperation,https://pmksy.gov.in,Pradhan Mantri Krishi Sinchayee Yojana (PMKSY),4800
Agriculture & Cooperation,https://www.mpbiotech.nic.in,"M.P. Biotechnology Council Bhopal, Madhya Pradesh",4801
Agriculture & Cooperation,https://farmech.dac.gov.in,National Portal on Mechanization and Technology,4802
Agriculture & Cooperation,https://www.meity.gov.in/,Ministry of Electronics & Information Technology,4803
Agriculture & Cooperation,https://www.ccsniam.gov.in,National Institute of Agricultural Marketing (NIAM),4804
Agriculture & Cooperation,https://kvkribhoi.nic.in,"Krishi Vigyan Kendra, Ri-Bhoi",4805
Agriculture & Cooperation,https://cooparun.nic.in,"Registrar of Cooperative Societies, Arunachal Pradesh",4808
Agriculture & Cooperation,https://dmrsolan.icar.gov.in,"Directorate of Mushroom Research, Solan, Himachal Pradesh",4809
Agriculture & Cooperation,https://jiyoparsi.minorityaffairs.gov.in,Jiyo Parsi Scheme Portal,4811
Agriculture & Cooperation,https://fruits.karnataka.gov.in,"Farmer Registration and Unified beneficiary Information System, Karnataka",4812
Agriculture & Cooperation,https://atari-hyderabad.icar.gov.in,"ICAR-Agricultural Technology Application Research Institute (ATARI), Hyderabad",4813
Agriculture & Cooperation,https://www.ctae.ac.in,"College of Technology and Engineering, Maharana Pratap University of Agriculture and Technology Udaipur, Rajasthan",4814
Agriculture & Cooperation,https://kvkeastkameng.nic.in,"Krishi Vigyan Kendra, East Kameng",4815
Agriculture & Cooperation,https://dbtagriculture.bihar.gov.in,"Direct Benefit Transfer (DBT), Agriculture Department, Bihar",4816
Agriculture & Cooperation,https://horticulture.bihar.gov.in,"Horticulture Directorate, Agriculture Department, Bihar",4817
Agriculture & Cooperation,https://nccd.gov.in,National Centre for Cold-Chain Development (NCCD),4819
Agriculture & Cooperation,https://www.upkrishivipran.in,"Directorate of Agricultural Marketing and Agriculture Foreign Trade, Uttar Pradesh",4820
Agriculture & Cooperation,https://subhadra.odisha.gov.in,"SUBHADRA Yojana, Odisha",4821
Agriculture & Cooperation,https://ciari.icar.gov.in,"ICAR - Central Island Agricultural Research Institute (CIARI), Port Blair",4822
Agriculture & Cooperation,https://nbm.nic.in,National Bamboo Mission,4823
Agriculture & Cooperation,https://nbagr.icar.gov.in,"National Bureau of Animal Genetic Resources (NBAGR), Karnal",4824
Agriculture & Cooperation,https://nmeo.dac.gov.in,National Mission on Oilseeds and Oil Palm (NMOOP),4826
Agriculture & Cooperation,https://www.puneicai.org,"Pune Branch of WIRC, The Institute of Chartered Accountants of India (ICAI)",4827
Agriculture & Cooperation,https://dag.gujarat.gov.in/index.htm,"Directorate of Agriculture, Gujarat",4828
Agriculture & Cooperation,https://kisansuvidha.gov.in,Kisan Suvidha,4829
Agriculture & Cooperation,https://tmnehs.gov.in,Technology Mission for Developement of Horticulture in North Eastern and Himalayan States,4831
Agriculture & Cooperation,https://kvklawngtlai.mizoram.gov.in,"KVK Lawngtlai, Mizoram",4833
Agriculture & Cooperation,https://raitamitra.karnataka.gov.in,"Agriculture Department, Karnataka",4834
Agriculture & Cooperation,https://agriculture.karnataka.gov.in,"Agriculture Secretariat, Karnataka",4835
Agriculture & Cooperation,https://icmimphal.org,"Institute of Co-Operative Management (ICM), Imphal",4836
Agriculture & Cooperation,https://kisan.telangana.gov.in,"Telangana Kisan Portal, Telangana",4837
Agriculture & Cooperation,https://agmarknet.gov.in,Agriculture Marketing Information System Network (AGMARKNET),4838
Agriculture & Cooperation,https://argucom.assam.gov.in,Assam Rajiv Gandhi University of Cooperative Management,4839
Agriculture & Cooperation,https://www.dasd.gov.in,Directorate of Arecanut and Spices Development (DSAD),4840
Agriculture & Cooperation,https://horticulture.jk.gov.in,"Horticulture Department, Jammu and Kashmir",4841
Agriculture & Cooperation,https://acabcmis.gov.in,Agri-Clinics and Agri-Business Centres,4842
Agriculture & Cooperation,https://www.iasri.res.in,ICAR-Indian Agricultural Statistics Research Institute,4843
Agriculture & Cooperation,https://prsc.gov.in,"Punjab Remote Sensing Centre (PRSC), Ludhiana, Punjab",4844
Agriculture & Cooperation,https://kvkbalek.nic.in,"Krishi Vigyan Kendra (KVK), Lower Dibang Valley District, Arunachal Pradesh",4845
Agriculture & Cooperation,https://cadjmu.nic.in,"Command Area Development, Jammu, Jammu and Kashmir",4846
Agriculture & Cooperation,https://agriportal.cg.nic.in,"Agriculture Development and Farmer Welfare and Bio-Technology Department, Chhattisgarh",4847
Agriculture & Cooperation,https://icar-iior.org.in,Indian Institute of Oilseeds Research (IIOR),4848
Agriculture & Cooperation,https://sikkim.gov.in/departments/food-security-and-agriculture-development-department/krishi-vigyan-kendra-in-sikkim,"Krishi Vigyan Kendra (KVK), Sikkim",4850
Agriculture & Cooperation,https://swachhatahiseva.gov.in,Swachhata Hi Seva 2024,4851
Agriculture & Cooperation,https://doah.gujarat.gov.in,"Directorate of Animal Husbandry, Gujarat",4852
Agriculture & Cooperation,https://ifc.delhi.gov.in,"Irrigation and Flood Control Department, Delhi",4853
Agriculture & Cooperation,https://icarnagaland.nic.in,"Indian Council of Agricultural Research, Nagaland",4854
Agriculture & Cooperation,https://pssca.punjab.gov.in,"Punjab State Seed Certification Authority, Punjab",4855
Agriculture & Cooperation,https://lib.icar.gov.in,Indian Council of Agricultural Research - Online Library Catalog,4856
Agriculture & Cooperation,https://www.iari.res.in,Indian Agricultural Research Institute (IARI),4857
Agriculture & Cooperation,https://ppqs.gov.in,Directorate of Plant Protection Quarantine and Storage,4858
Agriculture & Cooperation,https://indiaseeds.com,National Seeds Corporation Limited (NSC),4859
Agriculture & Cooperation,https://ddkbbsr.gov.in,Directorate of Horticulture (Bhubaneswar),4862
Agriculture & Cooperation,https://www.plantauthority.gov.in,"Protection of Plant Varieties and Farmers Rights Authority, New Delhi",4863
Agriculture & Cooperation,https://icmbhubaneswar.nic.in,"Madhusudan Institute of Co-operative Management (MICM), Bhubaneswar",4864
Agriculture & Cooperation,https://tripuraicar.nic.in,"Indian Council of Agricultural Research, Tripura",4865
Agriculture & Cooperation,https://cropsap.megfarmer.gov.in,"Crop Pests & Diseases Surveillance and Advisory Portal (CROPSAP), Meghalaya",4866
Agriculture & Cooperation,https://utckarsh.gov.in,Unified Tool for Concurrent Feedback on Krishi Schemes,4868
Agriculture & Cooperation,https://clws.karnataka.gov.in,"Crop Loan Waiver System, Karnataka",4869
Agriculture & Cooperation,https://uttambeej.haryana.gov.in,"Haryana Seed Portal, Haryana",4870
Agriculture & Cooperation,https://www.ncct.ac.in,National Council for Co-operative Training (NCCT),4871
Agriculture & Cooperation,https://bsea.bihar.gov.in,Bihar State Election Authority (BSEA),4873
Agriculture & Cooperation,https://seednet.gov.in,"SeedNet India Portal-National Initiative for Information on Quality Seeds, New Delhi",4874
Agriculture & Cooperation,https://www.enam.gov.in,National Agriculture Market Portal (NAM),4875
Agriculture & Cooperation,https://www.cihner.gov.in,"Central Institute of Horticulture, Nagaland",4876
Agriculture & Cooperation,https://nbaim.icar.gov.in,"National Bureau of Agriculturally Important Microorganisms (NBAIM), Bhanjan, Uttar Pradesh",4878
Agriculture & Cooperation,https://dbtfert.nic.in,Integrated Fertilizer Management System,4879
Agriculture & Cooperation,https://midh.gov.in,Mission for Integrated Development of Horticulture (MIDH),4881
Agriculture & Cooperation,https://seedtrace.gov.in/ms014,"Seed Authentication, Traceability and Holistic Inventory (SATHI)",4882
Agriculture & Cooperation,https://upscec.gov.in,"Uttar Pradesh State Cooperative Society Election Commission, Uttar Pradesh",4883
Agriculture & Cooperation,https://iifsr.icar.gov.in,"ICAR - Indian Institute of Farming Systems Research (IIFSR), Meerut",4885
Agriculture & Cooperation,https://ataribengaluru.icar.gov.in,"ICAR Agricultural Technology Application Research Institute (ICAR-ATARI), Bangalore",4886
Agriculture & Cooperation,https://icarrcer.icar.gov.in,"ICAR Research Complex for Eastern Region (ICAR-RCER), Patna",4887
Agriculture & Cooperation,https://krishinivesh.gov.in,Krishi Nivesh Portal,4888
Agriculture & Cooperation,https://nahep.icar.gov.in,National Agricultural Higher Education Project,4889
Agriculture & Cooperation,https://tnsericulture.tn.gov.in,"Sericulture Department, Tamil Nadu",4890
Agriculture & Cooperation,https://dillifreetree.eforest.delhi.gov.in,"Free Seedling Distribution, Delhi",4891
Agriculture & Cooperation,https://www.rlbcau.ac.in,Rani Lakshmi Bai Central Agricultural University,4892
Agriculture & Cooperation,https://ncipm.icar.gov.in,National Centre for Integrated Pest Management (NCIPM),4893
Agriculture & Cooperation,https://www.nsricm.com,"Netaji Subhas Regional Institute of Cooperative Management (NSRICM), Kalyani",4894
Agriculture & Cooperation,https://nipccd.nic.in,National Institute of Public Cooperation and Child Development (NIPCCD),4895
Agriculture & Cooperation,https://agcensus.nic.in,"Agricultural Census, New Delhi",4896
Agriculture & Cooperation,https://coconutboard.gov.in,Coconut Development Board,4897
Agriculture & Cooperation,https://www.soilodisha.nic.in,"Directorate of Soil Conservation and Watershed Development, Odisha",4898
Agriculture & Cooperation,https://dharani.telangana.gov.in,"Integrated Land Records Management System, Telangana",4899
Agriculture & Cooperation,https://apcooperation.nic.in,"Co-operation Department, Andhra Pradesh",4900
Agriculture & Cooperation,https://horticulture.tg.nic.in,"Horticulture Department, Telangana",4901
Agriculture & Cooperation,https://naip.icar.gov.in,National Agricultural Innovation Project,4902
Agriculture & Cooperation,https://rcs.assam.gov.in,"Registrar of Cooperative Societies, Assam",4903
Agriculture & Cooperation,https://jkapd.nic.in,"Agriculture Production & Farmers Welfare Department, Jammu and Kashmir",4904
Agriculture & Cooperation,https://gswc.gujarat.gov.in/index.htm,"Gujarat State Warehousing Corporation, Gujarat",4905
Agriculture & Cooperation,https://dogr.icar.gov.in,"Directorate of Onion and Garlic Research, Pune, Maharashtra",4906
Agriculture & Cooperation,https://www.aims.kerala.gov.in,"Agriculture Info Management System, Kerala",4907
Agriculture & Cooperation,https://amscife.icar.gov.in,Academic Management System-Central Institute of Fisheries Education,4908
Agriculture & Cooperation,https://www.nbfgr.res.in,"National Bureau of Fish Genetic Resources (NBFGR), Lucknow",4909
Agriculture & Cooperation,https://matirkatha.net,"Agriculture Department, West Bengal",4910
Agriculture & Cooperation,https://cipmcjk.nic.in,Central Integrated Pest Management Centre (CIPMC),4911
Agriculture & Cooperation,https://agrimachinery.nic.in,Digital Platform for Farm Mechanization and Technology,4912
Agriculture & Cooperation,https://cghorticulture.gov.in,"Directorate of Horticulture, Chhattisgarh",4913
Agriculture & Cooperation,https://nandi.gov.in/dahd,NOC Approval for New Drug and Inoculation System Portal,4914
Agriculture & Cooperation,https://slusi.dacnet.nic.in,Soil and Land Use Survey of India,4916
Agriculture & Cooperation,https://rythubandhu.telangana.gov.in,"RYTHU BANDHU (Agriculture Investment Support Scheme), RYTHU BIMA (Farmer's Insurance), Telangana",4917
Agriculture & Cooperation,https://hortnet.gov.in,"National Horticulture Mission, Maharashtra",4918
Agriculture & Cooperation,https://nhb.gov.in,National Horticulture Board (NHB),4919
Agriculture & Cooperation,https://damb.delhi.gov.in,"Directorate of Agricultural Marketing, Delhi",4922
Agriculture & Cooperation,https://agristack.gov.in,Agri Stack Portal,4923
Agriculture & Cooperation,https://dag.gujarat.gov.in,"Directorate of Agriculture, Gujarat",4925
Agriculture & Cooperation,https://seedres.icar.gov.in,"ICAR - Indian Institute of Seed Science, Mau, Uttar Pradesh",4926
Agriculture & Cooperation,https://mahasilk.maharashtra.gov.in,"Directorate of Silk, Maharashtra",4927
Agriculture & Cooperation,https://cau.ac.in,"Central Agricultural University, Imphal",4928
Agriculture & Cooperation,https://swa.haryana.gov.in,"State Wetland Authority, Haryana",4929
