sector,organization_link,result_count,link,text,has_robots_txt
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://spmguttarakhand.uk.gov.in,"State Program Management Group Namami Gange, Uttarakhand",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://bcb.gov.in,Bansagar Control Board (BCB),False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://rfri.icfre.gov.in,"ICFRE - Rain Forest Research Institute, Jorhat, Assam",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://dcpcr.delhi.gov.in,Delhi Commission for Protection of Child Rights (DCPCR),False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://www.nic.in/,,True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,javascript:void(0);,A+,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://nwda.gov.in,National Water Development Agency (NWDA),True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://jaljeevanmission.gov.in,Jal Jeevan Mission,True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://horticulturedept.telangana.gov.in,"Rashtriya Krishi Vikas Yojana - (RKVY), Telangana",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://igod.gov.in/link_to_us,Link,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://fmiscwrdbihar.gov.in,"Flood Management Improvement Support Centre (FMISC), Bihar",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://gemi.gujarat.gov.in,"Gujarat Environment Management Institute (GEMI), Gujarat",True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://envismadrasuniv.org,"ENVIS Centre on Microorganisms and Impact of Public Health, Chennai",True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://mausam.imd.gov.in/guwahati,"Regional Meteorological Centre, Guwahati",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://ntca.gov.in,"National Tiger Conservation Authority (NTCA), New Delhi",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://repmismoef.nic.in,"Research in Environment (RE) Division, Ministry of Environment, Forest and Climate Change",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://chocmms.nic.in,Chandigarh Pollution Control Committee,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://zsi.gov.in,Zoological Survey of India (ZSI),False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://dharani.telangana.gov.in,"Integrated Land Records Management System, Telangana",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://brb.nic.in,Betwa River Board (BRB),False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://gfcc.gov.in,"Ganga Flood Control Commission (GFCC), Patna",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://ozonecell.nic.in,"Ozone Cell-Ministry of Environment and Forests, New Delhi",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://swhydrology.gujarat.gov.in,"Hydrology Project, Water Resources Department, Gujarat",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://mwrra.maharashtra.gov.in,Maharashtra Water Resources Regulatory Authority (MWRRA),False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://cpreecenvis.nic.in,"CPREEC-EIACP Programme Centre, Resource Partner on Ecological Heritage and Sacred Sites of India",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://jalanidhi.kerala.gov.in,"Jalanidhi - Kerala Rural water Supply and Sanitation Agency, Kerala",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://mahenvis.nic.in,"ENVIS Centre, Maharashtra",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://igod.gov.in/about_us,About Us,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,javascript:void(0);,Share on Twitter,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://igod.gov.in/help,Help,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://iifm.ac.in,"Indian Institute of Forest Management (IIFM), Bhopal",True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://erc.mp.gov.in,"Environment Surveillance Centre (M.P Pollution Control Board), Madhya Pradesh",False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://swachhatahiseva.gov.in,,True
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,#,,False
Environment & Natural Resources,https://igod.gov.in/sector/_xNsIHQBsvhI6u6Q3tfu/organizations,145,https://igod.gov.in/feedback,Feedback,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.nic.in/,National Informatics Centre,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spdahod.gujarat.gov.in,"Dahod District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://apdca.ap.gov.in,"Drugs Control Administration, Andhra Pradesh",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://himachal.nic.in/index.php?lang=1&dpt_id=172,"Home Guards Department, Himachal Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.mumbaipolicegeneralunit.maharashtra.gov.in,"Police Clearance Services, Maharashtra",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://narnaul.haryanapolice.gov.in,"Police Department, Mahendergarh District, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://fire.telangana.gov.in,"State Disaster Response and Fire Services Department, Telangana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://uppolice.gov.in,"UP Police, Uttar Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://megfireservice.gov.in,"Fire & Emergency Service, Meghalaya",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://indiancc.nic.in,National Cadet Corps (NCC),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://cfslghy.gov.in,"Central Forensic Science Laboratory (CFSL), Guwahati",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.tneow.gov.in,"Economic Offences Wing, Tamil Nadu",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://nfch.nic.in,National Foundation for Communal Harmony (NFCH),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://prosecution.tn.gov.in,"Directorate of Prosecution, Tamil Nadu",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://apsp.ap.gov.in,Andhra Pradesh Special Police (APSP),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://kaithal.haryanapolice.gov.in,"Police Department, Kaithal District, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://sikkim.gov.in/departments/home-department,"Home Department, Sikkim",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://vizagcitypolice.gov.in,"Visakhapatnam City Police, Andhra Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://2ndirb.haryanapolice.gov.in,"2nd India Reserve Battalion, Bhondsi, Gurugram, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/website_policies,Website Policies,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://nepa.gov.in,North Eastern Police Academy (NEPA),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://palwal.haryanapolice.gov.in,"Police Department, Palwal District, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://home.rajasthan.gov.in/content/homeportal/en/homeguardsdepartment.html,"Home Guard Department, Rajasthan",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://faridabad.haryanapolice.gov.in,"Police Department, Faridabad District, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.purbamedinipurpolice.gov.in,"Purba Medinipur District Police, West Bengal",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spbharuch.gujarat.gov.in,"Bharuch District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.mygov.in/,,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://fireandemergencyservices.assam.gov.in,"Fire & Emergency Services, Assam",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://prisons.tripura.gov.in,"Directorate of Prisons, Tripura",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://malappuram.keralapolice.gov.in,"Malappuram Police, Kerala",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://crimebranchjkpolice.nic.in,"Crime Branch, Jammu and Kashmir Police, Jammu and Kashmir",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.hyderabadpolice.gov.in,"Hyderabad Citi Police, Telangana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://charkhidadri.haryanapolice.gov.in,"Charkhi Dadri Police, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://cybercrime.gov.in,Cybercrime Reporting Portal,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://rajcensus.gov.in,"Directorate of Census Operation, Rajasthan",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spjunagadh.gujarat.gov.in,"Junagadh District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://mpanashik.gov.in,"Maharashtra Police Academy, Nashik, Maharashtra",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://csbc.bih.nic.in,"Central Selection Board of Constable, Patna, Bihar",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spbhavnagar.gujarat.gov.in,"Bhavnagar District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://jktrafficpolice.nic.in,"J&K Traffic Police, Jammu and Kashmir",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://dgcd.assam.gov.in,"Civil Defence & Home Guards, Assam",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/categories,Categories,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.spanand.gujarat.gov.in,"Anand District Police Office, Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://jhpoliceverification.nic.in,"Guest Verification System, Jharkhand",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://haryanapolice.gov.in,"Haryana Police, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://aurangabadcitypolice.gov.in,"Police Commissionerate, Chhatrapati Sambhajinagar, Maharashtra",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://asdma.assam.gov.in,Assam State Disaster Management Authority (ASDMA),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.homeguards.gujarat.gov.in,"Home Guards, Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.prisons.gujarat.gov.in,"Inspector General of Prisons, Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://crpf.gov.in,Central Reserve Police Force (CRPF),True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spgandhinagar.gujarat.gov.in,"Gandhinagar District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://mlat.mha.gov.in,Mutual Legal Assistance in Criminal Matters with Foreign Countries,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://home.delhi.gov.in,"Home Department, Delhi",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://himachal.nic.in/index.php?lang=1&dpt_id=174,"State Forensic Science Laboratory, Himachal Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://keralapolice.gov.in,"Kerala Police, Kerala",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://sheteamhydpolice.telangana.gov.in,"SHE TEAM - Hyderabad City Police, Telangana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://idrn.nidm.gov.in,India Disaster Resource Network (IDRN),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://dgvigilance.assam.gov.in,"Vigilance & Anti Corruption, Assam",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://rehabcouncil.nic.in,Rehabilitation Council of India (RCI),True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.dcpw.gov.in,Directorate of Coordination Police Wireless,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spsurat.gujarat.gov.in,Surat District Police Office,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/site_map,Sitemap,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/advanced_search,Advanced Search,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.bsf.gov.in,Border Security Force (BSF),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.ashtalakshmimahotsav.com,Ashtalakshmi Mahotsav,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://jalpaiguripolice.in,"Jalpaiguri Police, West Bengal",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.acb.gujarat.gov.in,"Anti Corruption Bureau, Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spjamnagar.gujarat.gov.in,"Jamnagar District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.ndrf.gov.in,National Disaster Response Force (NDRF),False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/contact_us,Contact Us,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://delhipolice.gov.in,"Police Department, Delhi",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.mahapolice.gov.in,"Maharashtra State Police, Maharashtra",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.keralaprisons.gov.in,"Kerala Prisons & Correctional Services, Kerala",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://sppanchmahal.gujarat.gov.in,"Panchmahal District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://wardhapolice.co.in,"Wardha Police, Maharashtra",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://amritsarcity.punjabpolice.gov.in,"Amritsar Police, Punjab",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spkheda.gujarat.gov.in,"Kheda District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://kozhikoderural.keralapolice.gov.in,"Kozhikode Rural Police, Kerala",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://ernakulamrural.keralapolice.gov.in,"Ernakulam Rural Police, Kerala",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://prakasampolice.ap.gov.in,"Prakasam District Police, Andhra Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.acbmaharashtra.gov.in,"Anti Corruption Bureau, Maharashtra",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://mbvv.mahapolice.gov.in,"Mira Bhayandar, Vasai Virar Police, Maharashtra",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://upfireservice.gov.in,"Uttar Pradesh Fire and Emergency Services, Uttar Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,javascript:void(0);,A,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.india.gov.in/,,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spvalsad.gujarat.gov.in,"Valsad District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://jind.haryanapolice.gov.in,"Police Department, Jind District, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://acb.ap.gov.in,"Anti Corruption Bureau, Andhra Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://rohtak.haryanapolice.gov.in,"Police Department, Rohtak District, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://fireservice.tripura.gov.in,"Fire & Emergency Services, Tripura",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://digitalpolice.gov.in,"Digital Police Portal by NCRB, MHA",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://bpssc.bih.nic.in,Bihar Police Sub-ordinate Services Commission (BPSSC),True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://spnarmada.gujarat.gov.in,"Narmada District Police Office, Gujarat",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://rpa.rajasthan.gov.in,"Rajas than Police Academy, Rajasthan",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://jail.cg.gov.in,"Jail Department, Chhattisgarh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://cyberpolice.nic.in,Cyber Police Portal,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://ctp.gov.in,"Cyberabad Traffic Police, Telangana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://ludhianacity.punjabpolice.gov.in,"Ludhiana City Police, Punjab",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://moga.punjabpolice.gov.in,"Moga Police, Punjab",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://angulpolice.nic.in,"Angul District Police, Odisha",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.police.gov.in,Indian Police in Service of the Nation,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.cpvadodara.gujarat.gov.in,"Police Commissioners Office, Vadodara, Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://sainik.py.gov.in,"Sainik Welfare Department, Puducherry",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://digitalindia.gov.in/,,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://yamunanagar.haryanapolice.gov.in,"Police Department, Yamunanagar District, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://bankurapolice.org,"Bankura District Police, West Bengal",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.eprosecution.mp.gov.in,"MP Public Prosecution Portal, Madhya Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://interstatecouncil.gov.in,Inter-State Council Secretariat,True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://gurgaon.haryanapolice.gov.in,"Police Department, Gurugram District, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://rachakondapolice.telangana.gov.in,"Rachakonda Police Commissionerate, Telangana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://hisar.haryanapolice.gov.in,"Police Department, Hisar District, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.police.gujarat.gov.in,"Director General of Police (DGP), Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/feedback,Share Feedback,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://1stbnirb.haryanapolice.gov.in,"1st India Reserve Battalion, Bhondsi, Gurugram, Haryana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://dfs.delhi.gov.in,Department of Delhi Fire Service,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.pmindia.gov.in/en/,,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://stategarage.mp.gov.in,"Madhya Pradesh State Garage, Bhopal, Madhya Pradesh",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://igod.gov.in/suggest_website,Suggest A Site,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://sikkim-vigilance.gov.in,"Sikkim Vigilance Police, Sikkim",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://ncrb.gov.in,National Crime Records Bureau,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://pgportal.gov.in/,,False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://rewari.haryanapolice.gov.in,"Police Department, Rewari District, Haryana",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://chandrapurpolice.gov.in,"Chandrapur Police, Maharashtra",True
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.cyberabadpolice.gov.in,"Cyberabad Metropolitan Police, Telangana",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://bsf.gov.in/Home,"Central Workshop and Stores, Border Security Force (BSF)",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.civildefence.gujarat.gov.in,"Civil Defence, Gujarat",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://www.sainikkalyan.mp.gov.in,"Directorate of Sainik Welfare, Madhya Pradesh",False
Home affairs & National Security,https://igod.gov.in/sector/FBNsIHQBsvhI6u6Q3tju/organizations,268,https://nia.gov.in,National Investigation Agency (NIA),False
