URL,content_type,bytes,response
"https://notary.gov.in/",text/html; charset=UTF-8,28558,200
"https://notary.gov.in/provisionally-registraction",text/html; charset=UTF-8,18100,200
"https://notary.gov.in/register-Renewal",text/html; charset=UTF-8,18563,200
"https://notary.gov.in/contact-us",text/html; charset=UTF-8,14727,200
"https://notary.gov.in/act-and-rules",text/html; charset=UTF-8,12210,200
"https://notary.gov.in/notary-notice",text/html; charset=UTF-8,2121,200
"https://notary.gov.in/Welcome/register",text/html; charset=UTF-8,14475,200
"https://notary.gov.in/forgot-password",text/html; charset=UTF-8,18107,200
