requestedUrl,finalUrl,category,name,title,type,score
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","performance-score","Overall Performance Category Score","numeric","0.9"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","first-contentful-paint","First Contentful Paint","numeric","0.72"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","interactive","Time to Interactive","numeric","0.99"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","speed-index","Speed Index","numeric","0.89"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","total-blocking-time","Total Blocking Time","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0.74"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","max-potential-fid","Max Potential First Input Delay","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0.89"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","0.36"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","unminified-css","Minify CSS","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","unminified-javascript","Minify JavaScript","numeric","0.86"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","unused-css-rules","Reduce unused CSS","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","unused-javascript","Reduce unused JavaScript","numeric","0.49"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","modern-image-formats","Serve images in next-gen formats","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-text-compression","Enable text compression","numeric","0.45"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","server-response-time","Initial server response time was short","binary","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-http2","Use HTTP/2","numeric","0.84"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","preload-lcp-image","Preload Largest Contentful Paint image","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","total-byte-weight","Avoids enormous network payloads","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-long-cache-ttl","Serve static assets with an efficient cache policy","numeric","0.05"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","dom-size","Avoids an excessive DOM size","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","critical-request-chains","Avoid chaining critical requests","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","user-timings","User Timing marks and measures","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","bootup-time","JavaScript execution time","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","mainthread-work-breakdown","Minimizes main-thread work","numeric","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","font-display","Ensure text remains visible during webfont load","binary","0"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","resource-summary","Keep request counts low and transfer sizes small","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","third-party-summary","Minimize third-party usage","binary","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","third-party-facades","Lazy load third-party resources with facades","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","largest-contentful-paint-element","Largest Contentful Paint element","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","lcp-lazy-loaded","Largest Contentful Paint image was not lazily loaded","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","layout-shift-elements","Avoid large layout shifts","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","binary","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","no-document-write","Avoid `document.write()`","binary","0"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","long-tasks","Avoid long main-thread tasks","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","non-composited-animations","Avoid non-composited animations","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","unsized-images","Image elements do not have explicit `width` and `height`","binary","0"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","no-unload-listeners","Avoids `unload` event listeners","binary","1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","performance-budget","Performance budget","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","timing-budget","Timing budget","notApplicable","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","network-requests","Network Requests","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","network-rtt","Network Round Trip Times","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","network-server-latency","Server Backend Latencies","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","main-thread-tasks","Tasks","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","diagnostics","Diagnostics","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","metrics","Metrics","informative","-1"
"https://notary.gov.in/provisionally-registraction","https://notary.gov.in/provisionally-registraction","Performance","screenshot-thumbnails","Screenshot Thumbnails","informative","-1"
